uid,date,SPACECRAFT_ID,WRS_PATH,WRS_ROW,albedo,NDVI,cloud_cover
21669,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.1680419659022092,0.20398744505478264,0.0
21664,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.15787089724507636,0.20519728094181186,0.0
21644,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.1686137296258013,0.33018715814535354,0.0
21634,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.16051660486068567,0.10429999541347487,0.0
21613,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.16318660801713325,0.10275016359992695,0.0
21630,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.15931715430799254,0.1771276356214705,0.0
21605,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.15366837205422268,0.19407999831285622,0.0
21584,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.16762941571753778,0.18903376957264048,0.0
21598,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.15915077737069513,0.1950411554349723,0.0
21580,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.16968819798132725,0.30738970357850787,0.0
21531,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.15731711526371603,0.10996200935245173,0.0
21528,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.1748094175849692,0.12670718072642306,0.0
21473,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.18594661773333437,0.344179118884749,0.0
21449,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.25065511308873434,0.09396054444769254,0.0
21434,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.23331947013660986,0.08747550259748124,0.0
21395,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.20030586752119883,0.3012865278401323,0.0
21350,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.23772967958459906,0.08846051921057814,0.0
21320,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.19395895123199042,0.3302856848698937,0.0
21285,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.1898478089244896,0.40751424613341924,0.0
21251,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.1538198694211809,0.17655102175145326,0.0
21246,2015-01-04T07:39:56,LANDSAT_7,169.0,41.0,0.1530064608744968,0.18045773749348815,0.0
22269,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.2471865077091064,0.763972102808138,0.0
22258,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.200467765806619,0.38122075867590965,0.0
22266,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.19918090040621736,0.610294907337574,0.0
22244,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.1883789590628829,0.18210983491004912,0.0
22230,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.19608827274113894,0.1804557001782882,0.0
22185,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.17383925918509924,0.20169466278310036,0.0
22184,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.17383451628706822,0.2021769235060557,0.0
22186,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.1650107211151149,0.1867334226073652,0.0
22163,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.16672124875571395,0.17835137313205274,0.0
22162,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.158176160741369,0.19557811942420839,0.0
22059,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.2437460594674503,0.12863471909487148,0.0
22068,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.2687862750130533,0.11124642098716356,0.0
21989,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.14467957457439937,0.3184722036310807,0.0
21970,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.14401546342483157,0.3531292117468971,0.0
21952,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.18867742229546505,0.12814515844945032,0.0
21948,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.18091999737622028,0.13019427942960157,0.0
21882,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.19458271655741777,0.26706148523736073,0.0
21879,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.19287725245179718,0.30017795691247323,0.0
21851,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.20511466786264068,0.18619347278470597,0.0
21865,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.18255781326140122,0.12801115273353678,0.0
22257,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.28229158852149944,0.10343066617146413,0.0
22194,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.22893490024232532,0.4224368382508522,0.0
22174,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.23702830705300101,0.11079191723548265,0.0
22168,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.24844998635621335,0.2719333061372879,0.0
22172,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.24132225449775047,0.11686393623294526,0.0
22159,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.2122094472461512,0.58680960065379,0.0
22149,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.28105362388123034,0.15620864447754018,0.0
22248,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.25143816498712346,0.09647353472347175,0.0
22187,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.2149744302558155,0.4425746787532708,0.0
22102,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.21644044117890066,0.131125391786932,0.0
22111,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.2172241094186871,0.1308211684945453,0.0
22076,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.18900980671924925,0.6267373740013347,0.0
22072,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.18653753728637468,0.6326429298221173,0.0
22047,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.22258218418218495,0.7440235928753348,0.0
22010,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.23337148854793266,0.12240174255624475,0.0
21995,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.226205459262086,0.12475555880822187,0.0
22179,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.23950072180141652,0.14917813811263775,0.0
22175,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.21023894767095433,0.5416729142813468,0.0
22138,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.18863304261073427,0.14158102496935876,0.0
22134,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.19376556124371452,0.1362736927575216,0.0
22098,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.22391506924074808,0.7102764389327323,0.0
22071,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.2120726508167307,0.52676991120814,0.0
22066,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.22007597151464395,0.7640707259754043,0.0
22061,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.1918053818411429,0.13466930680895345,0.0
22110,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.23143233387408746,0.754529334824522,0.0
22046,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.15045078010454715,0.3376048108869163,0.0
22060,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.15661835006881603,0.35045300598349305,0.0
22014,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.22022994406476515,0.7759212274932753,0.0
22028,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.21954116441664243,0.7162303690085843,0.0
21993,2015-01-05T07:35:15,LANDSAT_8,168.0,41.0,0.23606606790225096,0.744299883790948,0.0
